#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 10 25 05 50 240  1.0  2.0   1.0    14   7.9 189 1012.4  17.8  20.0  16.2   MM   MM    MM
2024 10 25 05 40 240  1.0  2.0    MM    MM    MM  MM 1012.4  17.8  19.9  16.2   MM   MM    MM
2024 10 25 05 30 240  1.0  2.0    MM    MM    MM  MM 1012.2  17.9  19.9  16.3   MM   MM    MM
2024 10 25 05 20 240  1.0  1.0   1.0    14   8.2 189 1012.2  17.8  19.9  16.2   MM   MM    MM
2024 10 25 05 10 270  1.0  2.0   1.0    MM   8.2 189 1012.2  17.8  19.9  16.2   MM   MM    MM
2024 10 25 05 00 240  1.0  2.0    MM    MM    MM  MM 1012.1  17.8  20.0  16.3   MM +1.0    MM
2024 10 25 04 50 310  1.0  3.0   1.0    14   8.4 199 1012.1  17.8  20.0  16.3   MM   MM    MM
2024 10 25 04 40 270  1.0  2.0    MM    MM    MM  MM 1012.0  17.9  20.1  16.5   MM   MM    MM
2024 10 25 04 30 320  2.0  3.0    MM    MM    MM  MM 1011.9  18.0  20.0  16.6   MM   MM    MM
2024 10 25 04 20 290  1.0  2.0   0.9    14   7.9 199 1011.9  18.0  20.1  16.6   MM   MM    MM
2024 10 25 04 10 300  1.0  2.0   0.9    MM   7.9 199 1011.8  18.1  20.1  16.7   MM   MM    MM
2024 10 25 04 00 310  1.0  2.0    MM    MM    MM  MM 1011.7  18.1  20.0  16.7   MM +1.2    MM
2024 10 25 03 50 310  1.0  2.0   1.0    14   8.0 193 1011.6  18.1  20.0  16.7   MM   MM    MM
2024 10 25 03 40 300  1.0  2.0   1.0    MM   8.0 193 1011.5  18.1  20.1  16.7   MM   MM    MM
2024 10 25 03 30 310  1.0  1.0    MM    MM    MM  MM 1011.6  18.1  20.1  16.7   MM   MM    MM
2024 10 25 03 20 280  0.0  1.0   1.0    15   8.0 207 1011.4  18.1  20.1  16.7   MM   MM    MM
2024 10 25 03 10 310  1.0  2.0   1.0    MM   8.0 207 1011.5  18.1  20.1  16.6   MM   MM    MM
2024 10 25 03 00 300  1.0  1.0    MM    MM    MM  MM 1011.4  18.1  20.0  16.6   MM +0.8    MM
2024 10 25 02 50 290  1.0  2.0   1.0    15   7.2 224 1011.3  18.2  20.0  16.7   MM   MM    MM
2024 10 25 02 40 270  1.0  2.0    MM    MM    MM  MM 1011.3  18.2  20.0  16.7   MM   MM    MM
2024 10 25 02 30 280  2.0  2.0    MM    MM    MM  MM 1011.3  18.2  20.0  16.7   MM   MM    MM
2024 10 25 02 20 280  1.0  2.0   1.0    15   7.4 186 1011.3  18.2  20.1  16.6   MM   MM    MM
2024 10 25 02 10 280  2.0  2.0   1.0    MM   7.4 186 1011.0  18.2  20.1  16.6   MM   MM    MM
2024 10 25 02 00 270  2.0  2.0    MM    MM    MM  MM 1011.1  18.3  20.1  16.7   MM +0.4    MM
2024 10 25 01 50 280  2.0  3.0   1.0    15   7.2 189 1011.0  18.3  20.1  16.7   MM   MM    MM
2024 10 25 01 40 270  2.0  3.0    MM    MM    MM  MM 1010.8  18.3  20.1  16.6   MM   MM    MM
2024 10 25 01 30 270  2.0  3.0    MM    MM    MM  MM 1010.6  18.4  20.1  16.7   MM   MM    MM
2024 10 25 01 20 270  3.0  3.0   1.1    15   7.3 194 1010.6  18.4  20.1  16.6   MM   MM    MM
2024 10 25 01 10 270  2.0  3.0   1.1    MM   7.3 194 1010.5  18.5  20.1  16.6   MM   MM    MM
2024 10 25 01 00 260  2.0  3.0    MM    MM    MM  MM 1010.5  18.6  20.1  16.6   MM -0.3    MM
2024 10 25 00 50 260  2.0  3.0   1.0    15   6.9 210 1010.4  18.7  20.1  16.6   MM   MM    MM
2024 10 25 00 40 270  2.0  3.0    MM    MM    MM  MM 1010.5  18.8  20.2  16.6   MM   MM    MM
2024 10 25 00 30 270  3.0  4.0    MM    MM    MM  MM 1010.4  18.8  20.2  16.5   MM   MM    MM
2024 10 25 00 20 270  3.0  4.0   1.0    15   6.8 196 1010.4  18.8    MM  16.5   MM   MM    MM
2024 10 25 00 10 280  3.0  4.0   1.0    MM   6.8 196 1010.5  18.7  20.2  16.4   MM   MM    MM
2024 10 25 00 00 270  3.0  4.0    MM    MM    MM  MM 1010.6  18.8  20.2  16.5   MM -1.0    MM
2024 10 24 23 50 270  4.0  4.0   1.1    14   8.1 199 1010.5  18.8  20.3  16.5   MM   MM    MM
2024 10 24 23 40 270  4.0  5.0   1.1    MM   8.1 199 1010.5  18.8  20.3  16.4   MM   MM    MM
2024 10 24 23 30 270  4.0  5.0    MM    MM    MM  MM 1010.6  18.7  20.2  16.3   MM   MM    MM
2024 10 24 23 20 270  4.0  4.0   1.0    15   7.2 155 1010.6  18.7  20.2  16.3   MM   MM    MM
2024 10 24 23 10 260  4.0  4.0   1.0    MM   7.2 155 1010.6  18.7  20.3  16.3   MM   MM    MM
2024 10 24 23 00 270  3.0  4.0    MM    MM    MM  MM 1010.7  18.6  20.2  16.2   MM -2.0    MM
2024 10 24 22 50 270  3.0  4.0   1.2    15   8.2 193 1010.7  18.5  20.2  16.1   MM   MM    MM
2024 10 24 22 40 270  3.0  4.0    MM    MM    MM  MM 1010.6  18.5  20.2  16.1   MM   MM    MM
2024 10 24 22 30 270  3.0  4.0    MM    MM    MM  MM 1010.7  18.5  20.2  16.1   MM   MM    MM
2024 10 24 22 20 260  3.0  4.0   1.1    15   7.8 178 1010.8  18.3  20.3  15.9   MM   MM    MM
2024 10 24 22 10 250  3.0  4.0   1.1    MM   7.8 178 1010.8  18.3  20.3  15.9   MM   MM    MM
2024 10 24 22 00 260  3.0  4.0    MM    MM    MM  MM 1010.8  18.2  20.3  15.8   MM -2.7    MM
2024 10 24 21 50 260  3.0  4.0   1.1    15   8.2 196 1010.9  18.0  20.2  15.7   MM   MM    MM
2024 10 24 21 40 260  3.0  4.0    MM    MM    MM  MM 1011.1  17.9  20.2  15.7   MM   MM    MM
2024 10 24 21 30 250  3.0  4.0    MM    MM    MM  MM 1011.2  17.9  20.2  15.7   MM   MM    MM
2024 10 24 21 20 250  3.0  4.0   1.0    15   8.0 203 1011.4  17.8  20.0  15.6   MM   MM    MM
2024 10 24 21 10 250  3.0  4.0    MM    MM    MM  MM 1011.4  17.6  19.9  15.4   MM   MM    MM
2024 10 24 21 00 250  3.0  4.0    MM    MM    MM  MM 1011.6  17.7  20.0  15.5   MM -2.2    MM
2024 10 24 20 50 250  3.0  4.0   1.1    15   8.7 186 1011.7  17.7  19.9  15.5   MM   MM    MM
2024 10 24 20 40 250  2.0  3.0   1.1    MM   8.7 186 1011.9  17.6  19.9  15.3   MM   MM    MM
2024 10 24 20 30 250  2.0  3.0    MM    MM    MM  MM 1012.1  17.5  19.9  15.2   MM   MM    MM
2024 10 24 20 20 250  2.0  3.0   1.0    15   8.3 198 1012.3  17.4  19.9  15.2   MM   MM    MM
2024 10 24 20 10 250  2.0  3.0   1.0    MM   8.3 198 1012.4  17.3  19.8  15.1   MM   MM    MM
2024 10 24 20 00 240  2.0  3.0    MM    MM    MM  MM 1012.7  17.2  19.8  14.9   MM -1.1    MM
2024 10 24 19 50 250  2.0  3.0   1.1    15   8.7 195 1012.8  17.3  19.8  14.9   MM   MM    MM
2024 10 24 19 40 250  1.0  2.0    MM    MM    MM  MM 1013.0  17.3  19.8  14.7   MM   MM    MM
2024 10 24 19 30 230  1.0  2.0    MM    MM    MM  MM 1013.1  17.3  19.8  14.7   MM   MM    MM
2024 10 24 19 20  MM  1.0  2.0   1.1    MM   8.7 183 1013.3    MM  19.8    MM   MM   MM    MM
2024 10 24 19 10 260  1.0  2.0    MM    MM    MM  MM 1013.3  17.0  19.8  14.4   MM   MM    MM
2024 10 24 19 00 290  0.0  2.0    MM    MM    MM  MM 1013.5  17.2  19.8  14.6   MM +0.0    MM
2024 10 24 18 50 230  1.0  2.0   1.1    15   8.9 197 1013.8  17.2  19.8  14.7   MM   MM    MM
2024 10 24 18 40 220  1.0  3.0   1.1    MM   8.9 197 1013.8  17.1  19.8  14.7   MM   MM    MM
2024 10 24 18 30 240  1.0  2.0    MM    MM    MM  MM 1013.8  17.2  19.8  14.7   MM   MM    MM
2024 10 24 18 20 250  1.0  2.0   0.9    14   8.0 204 1013.8  17.2  19.8  14.8   MM   MM    MM
2024 10 24 18 10 240  1.0  2.0   0.9    MM   8.0 204 1013.8  17.0  19.8  14.7   MM   MM    MM
2024 10 24 18 00 290  1.0  2.0    MM    MM    MM  MM 1013.8  17.1  19.8  14.7   MM +0.6    MM
2024 10 24 17 50 280  1.0  2.0   1.0    15   8.7 201 1013.8  17.1  19.8  14.7   MM   MM    MM
2024 10 24 17 40 230  0.0  2.0   1.0    MM   8.7 201 1013.7  17.4  19.7  15.2   MM   MM    MM
2024 10 24 17 30 220  0.0  1.0    MM    MM    MM  MM 1013.8  17.1  19.8  15.2   MM   MM    MM
2024 10 24 17 20 290  1.0  2.0   0.9    15   8.7 193 1013.7  16.8  19.7  15.0   MM   MM    MM
2024 10 24 17 10 320  2.0  3.0    MM    MM    MM  MM 1013.8  16.8  19.7  15.0   MM   MM    MM
2024 10 24 17 00 290  1.0  2.0    MM    MM    MM  MM 1013.8  16.8  19.7  15.1   MM +1.1    MM
2024 10 24 16 50 310  2.0  3.0   1.0    15   8.6 203 1013.8  16.7  19.7  15.0   MM   MM    MM
2024 10 24 16 40 300  2.0  3.0   1.0    MM   8.6 203 1013.7  16.7  19.7  15.1   MM   MM    MM
2024 10 24 16 30 310  1.0  3.0    MM    MM    MM  MM 1013.6  16.6  19.7  15.0   MM   MM    MM
2024 10 24 16 20 330  2.0  3.0   0.9    15   8.7 203 1013.6  16.7  19.7  15.1   MM   MM    MM
2024 10 24 16 10 340  1.0  2.0   0.9    MM   8.7 203 1013.4  16.7  19.7  15.2   MM   MM    MM
2024 10 24 16 00 330  2.0  3.0    MM    MM    MM  MM 1013.5  16.5  19.7  15.0   MM +0.7    MM
2024 10 24 15 50 280  2.0  3.0   0.9    15   8.1 192 1013.5  16.5  19.7  15.1   MM   MM    MM
2024 10 24 15 40 290  1.0  3.0   0.9    MM   8.1 192 1013.4  16.5  19.7  15.1   MM   MM    MM
2024 10 24 15 30 340  2.0  3.0    MM    MM    MM  MM 1013.3  16.5  19.7  15.1   MM   MM    MM
2024 10 24 15 20 290  2.0  4.0   1.0    15   8.1 193 1013.3  16.5  19.7  15.1   MM   MM    MM
2024 10 24 15 10 290  1.0  3.0    MM    MM    MM  MM 1013.3  16.4  19.7  15.1   MM   MM    MM
2024 10 24 15 00 300  1.0  2.0    MM    MM    MM  MM 1013.2  16.5  19.7  15.2   MM -0.0    MM
2024 10 24 14 50 250  0.0  2.0   1.1    15   8.7 193 1013.2  16.4  19.7  15.1   MM   MM    MM
2024 10 24 14 40 300  1.0  2.0   1.1    MM   8.7 193 1013.0  16.4  19.7  15.1   MM   MM    MM
2024 10 24 14 30 330  1.0  2.0    MM    MM    MM  MM 1012.9  16.5  19.7  15.2   MM   MM    MM
2024 10 24 14 20 280  2.0  3.0   1.0    15   8.0 180 1012.9  16.5  19.6  15.2   MM   MM    MM
2024 10 24 14 10 310  1.0  3.0   1.0    MM   8.0 180 1012.7  16.6  19.6  15.4   MM   MM    MM
2024 10 24 14 00 270  1.0  2.0    MM    MM    MM  MM 1012.7  16.5  19.6  15.3   MM -0.4    MM
2024 10 24 13 50 260  1.0  3.0   0.9    15   7.1 188 1012.6  16.6  19.6  15.4   MM   MM    MM
2024 10 24 13 40 250  1.0  3.0    MM    MM    MM  MM 1012.7  16.6  19.6  15.4   MM   MM    MM
2024 10 24 13 30 250  2.0  3.0    MM    MM    MM  MM 1012.7  16.7  19.7  15.5   MM   MM    MM
2024 10 24 13 20 230  2.0  3.0   1.0    15   7.8 193 1012.8  16.7  19.7  15.5   MM   MM    MM
2024 10 24 13 10 250  2.0  4.0   1.0    MM   7.8 193 1012.9  16.9  19.7  15.7   MM   MM    MM
2024 10 24 13 00 240  2.0  4.0    MM    MM    MM  MM 1012.8  16.9  19.7  15.7   MM -0.7    MM
2024 10 24 12 50 290  1.0  2.0   1.0    15   7.5 187 1012.9  17.0  19.7  15.9   MM   MM    MM
2024 10 24 12 40 320  1.0  2.0   1.0    MM   7.5 187 1012.9  16.9  19.7  15.8   MM   MM    MM
2024 10 24 12 30 270  1.0  2.0    MM    MM    MM  MM 1012.9  17.0  19.7  15.9   MM   MM    MM
2024 10 24 12 20 290  0.0  1.0   1.1    15   7.8 180 1013.0  17.2  19.7  16.1   MM   MM    MM
2024 10 24 12 10 310  1.0  2.0   1.1    MM   7.8 180 1013.1  17.2  19.7  16.1   MM   MM    MM
2024 10 24 12 00  20  1.0  2.0    MM    MM    MM  MM 1013.1  17.3  19.7  16.2   MM -0.9    MM
2024 10 24 11 50 350  1.0  3.0   0.9    16   7.6 180 1013.0  17.3  19.7  16.2   MM   MM    MM
2024 10 24 11 40 320  2.0  3.0    MM    MM    MM  MM 1013.0  17.3  19.7  16.2   MM   MM    MM
2024 10 24 11 30 340  2.0  3.0    MM    MM    MM  MM 1012.9  17.3  19.7  16.2   MM   MM    MM
2024 10 24 11 20 300  1.0  2.0   1.0    15   7.8 178 1013.0  17.3  19.7  16.3   MM   MM    MM
2024 10 24 11 10 320  1.0  2.0    MM    MM    MM  MM 1013.0  17.2  19.7  16.1   MM   MM    MM
2024 10 24 11 00 280  2.0  3.0    MM    MM    MM  MM 1013.1  17.4  19.7  16.3   MM -1.0    MM
2024 10 24 10 50 280  2.0  3.0   0.9    15   7.3 191 1013.0  17.4  19.7  16.3   MM   MM    MM
2024 10 24 10 40 290  2.0  3.0   0.9    MM   7.3 191 1013.1  17.5  19.7  16.4   MM   MM    MM
2024 10 24 10 30 320  2.0  3.0    MM    MM    MM  MM 1013.2  17.5  19.7  16.4   MM   MM    MM
2024 10 24 10 20 320  2.0  3.0   1.0    15   7.7 198 1013.4  17.6  19.8  16.5   MM   MM    MM
2024 10 24 10 10 310  2.0  3.0    MM    MM    MM  MM 1013.5  17.7  19.8  16.6   MM   MM    MM
2024 10 24 10 00 290  2.0  4.0    MM    MM    MM  MM 1013.5  17.6  19.7  16.5   MM -1.1    MM
2024 10 24 09 50 300  2.0  4.0   1.0    15   8.1 217 1013.6  17.6  19.7  16.5   MM   MM    MM
2024 10 24 09 40 300  3.0  4.0    MM    MM    MM  MM 1013.7  17.7  19.7  16.6   MM   MM    MM
2024 10 24 09 30 290  3.0  4.0    MM    MM    MM  MM 1013.7  17.7  19.7  16.6   MM   MM    MM
